FPS               Frame                Time   AcumelatedObjects        ObjectsFound       ObjectTracked                   X                   Y                  VX                  VY                  dX                  dY               Width              Height
11                 862             291.339                3533                  32                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 863             291.416                3538                  32                  32                 245                 326                   0              12.987                   0                   1                  74                 178
11                 864             291.514                3541                  28                  32                 245                 325                   0            -11.4943                   0                  -1                  74                 178
11                 865             291.613                3552                  34                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 866             291.667                3554                  20                  32                 245                 326                   0             14.9254                   0                   1                  74                 178
11                 867               291.8                3571                  29                  32                 245                 326                   0                   0                   0                   0                  73                 178
11                 868             291.866                3576                  23                  32                 245                 326                   0                   0                   0                   0                  73                 178
11                 869             291.953                3576                  17                  32                 245                 327                   0             10.3093                   0                   1                  72                 177
11                 870             292.064                3581                  19                  32                 245                 326                   0                 -10                   0                  -1                  73                 178
11                 871             292.151                3588                  24                  32                 245                 326                   0                   0                   0                   0                  74                 178
10                 872             292.275                3589                  18                  32                 244                 327            -8.92857             8.92857                  -1                   1                  73                 178
10                 873             292.352                3600                  29                  32                 244                 327                   0                   0                   0                   0                  74                 178
10                 874             292.416                3606                  28                  32                 245                 326             15.3846            -15.3846                   1                  -1                  74                 178
10                 875             292.504                3612                  29                  32                 245                 327                   0             10.2041                   0                   1                  74                 178
10                 876             292.604                3617                  27                  32                 245                 326                   0            -11.1111                   0                  -1                  73                 178
10                 877             292.724                3625                  28                  32                 245                 326                   0                   0                   0                   0                  73                 178
10                 878              292.79                3632                  30                  32                 245                 326                   0                   0                   0                   0                  74                 178
10                 879             292.888                3636                  27                  32                 245                 326                   0                   0                   0                   0                  73                 178
10                 880             292.988                3641                  26                  32                 245                 325                   0            -11.3636                   0                  -1                  74                 178
10                 881             293.055                3650                  29                  32                 245                 325                   0                   0                   0                   0                  73                 178
10                 882             293.164                3652                  21                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 883             293.229                3658                  27                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 884             293.332                3662                  27                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 885              293.43                3663                  22                  32                 245                 325                   0                   0                   0                   0                  73                 178
12                 886             293.528                3669                  26                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 887             293.636                3669                  20                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 888             293.713                3671                  18                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 889             293.779                3680                  23                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 890             293.877                3682                  18                  32                 245                 325                   0                   0                   0                   0                  74                 178
12                 891             293.976                3692                  27                  32                 245                 326                   0             10.3093                   0                   1                  73                 178
12                 892             294.097                3701                  33                  32                 245                 325                   0            -8.19672                   0                  -1                  73                 178
12                 893             294.174                3703                  27                  32                 245                 325                   0                   0                   0                   0                  74                 178
10                 894             294.264                3708                  30                  32                 245                 326                   0             9.90099                   0                   1                  74                 178
10                 895             294.363                3712                  26                  32                 245                 326                   0                   0                   0                   0                  73                 178
10                 896             294.417                3714                  26                  32                 245                 326                   0                   0                   0                   0                  73                 178
10                 897             294.538                3714                  16                  32                 245                 326                   0                   0                   0                   0                  74                 178
10                 898             294.614                3727                  25                  32                 245                 326                   0                   0                   0                   0                  74                 178
10                 899             294.713                3733                  26                  32                 244                 327                 -10                  10                  -1                   1                  73                 178
10                 900             294.813                3736                  26                  32                 244                 326                   0            -11.3636                   0                  -1                  73                 178
10                 901             294.911                3738                  22                  32                 244                 326                   0                   0                   0                   0                  74                 178
10                 902             295.023                3757                  30                  32                 245                 326             8.19672                   0                   1                   0                  74                 178
10                 903             295.077                3760                  21                  32                 245                 326                   0                   0                   0                   0                  72                 178
10                 904             295.165                3781                  36                  32                 244                 327            -11.3636             11.3636                  -1                   1                  72                 178
12                 905             295.266                3784                  29                  32                 244                 326                   0                 -10                   0                  -1                  73                 178
12                 906             295.354                3785                  25                  32                 244                 326                   0                   0                   0                   0                  73                 178
12                 907             295.464                3789                  24                  32                 244                 326                   0                   0                   0                   0                  72                 178
12                 908              295.54                3794                  25                  32                 244                 326                   0                   0                   0                   0                  73                 178
12                 909             295.638                3800                  28                  32                 244                 325                   0            -10.2041                   0                  -1                  74                 178
12                 910             295.736                3804                  27                  32                 244                 325                   0                   0                   0                   0                  73                 178
12                 911             295.792                3809                  28                  32                 244                 325                   0                   0                   0                   0                  72                 178
12                 912             295.913                3821                  34                  32                 244                 325                   0                   0                   0                   0                  74                 178
12                 913                 296                3824                  28                  32                 243                 323             -12.987             -25.974                  -1                  -2                  73                 178
12                 914             296.089                3832                  29                  32                 243                 322                   0             -10.101                   0                  -1                  73                 178
12                 915             296.188                3836                  29                  32                 243                 323                   0              11.236                   0                   1                  72                 178
10                 916             296.289                3840                  29                  32                 244                 323                  10                   0                   1                   0                  74                 178
10                 917             296.399                3842                  26                  32                 244                 323                   0                   0                   0                   0                  74                 178
10                 918             296.453                3846                  26                  32                 244                 324                   0             23.2558                   0                   1                  74                 178
10                 919             296.531                3856                  35                  32                 244                 324                   0                   0                   0                   0                  73                 178
10                 920             296.631                3858                  32                  32                 244                 324                   0                   0                   0                   0                  73                 178
10                 921              296.72                3868                  36                  32                 244                 324                   0                   0                   0                   0                  73                 178
10                 922             296.843                3872                  29                  32                 244                 325                   0             8.13008                   0                   1                  73                 178
10                 923              296.92                3879                  32                  32                 244                 324                   0             -12.987                   0                  -1                  73                 178
10                 924             297.021                3888                  35                  32                 244                 324                   0                   0                   0                   0                  74                 178
10                 925             297.109                3891                  28                  32                 244                 324                   0                   0                   0                   0                  73                 178
10                 926             297.175                3898                  32                  32                 244                 324                   0                   0                   0                   0                  73                 178
11                 927             297.295                3905                  33                  32                 244                 325                   0             8.33333                   0                   1                  73                 178
11                 928             297.373                3907                  28                  32                 244                 324                   0            -14.9254                   0                  -1                  73                 179
11                 929             297.459                3910                  30                  32                 244                 324                   0                   0                   0                   0                  73                 178
11                 930              297.56                3917                  34                  32                 244                 324                   0                   0                   0                   0                  74                 178
11                 931             297.648                3918                  30                  32                 244                 324                   0                   0                   0                   0                  73                 178
11                 932              297.77                3925                  32                  32                 244                 324                   0                   0                   0                   0                  73                 178
11                 933             297.825                3934                  37                  32                 244                 325                   0             23.2558                   0                   1                  73                 178
11                 934             297.913                3936                  28                  32                 245                 324              10.101             -10.101                   1                  -1                  73                 178
11                 935             298.014                3944                  33                  32                 244                 325             -11.236              11.236                  -1                   1                  73                 178
11                 936             298.114                3945                  30                  32                 244                 325                   0                   0                   0                   0                  73                 178
11                 937             298.229                3948                  28                  32                 244                 325                   0                   0                   0                   0                  73                 178
11                 938             298.295                3955                  31                  32                 244                 325                   0                   0                   0                   0                  73                 178
11                 939             298.394                3956                  26                  32                 244                 325                   0                   0                   0                   0                  73                 178
11                 940             298.482                3963                  32                  32                 244                 325                   0                   0                   0                   0                  73                 178
11                 941              298.55                3966                  31                  32                 244                 325                   0                   0                   0                   0                  74                 178
11                 942              298.67                3971                  28                  32                 244                 325                   0                   0                   0                   0                  73                 178
11                 943             298.747                3974                  24                  32                 245                 325             14.9254                   0                   1                   0                  73                 178
11                 944             298.846                3980                  25                  32                 245                 324                   0            -10.2041                   0                  -1                  74                 178
11                 945             298.934                3987                  31                  32                 245                 325                   0              10.101                   0                   1                  73                 178
11                 946             299.035                3989                  28                  32                 245                 325                   0                   0                   0                   0                  74                 178
11                 947             299.145                3993                  32                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 948             299.189                3996                  28                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 949             299.289                4009                  35                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 950             299.376                4012                  33                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 951             299.477                4016                  25                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 952             299.598                4026                  30                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 953             299.674                4034                  35                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 954             299.761                4035                  29                  32                 245                 325                   0                   0                   0                   0                  73                 179
11                 955             299.826                4041                  30                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 956             299.926                4047                  29                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 957             300.048                4056                  34                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 958             300.114                4059                  31                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 959             300.213                4066                  33                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 960             300.313                4067                  28                  32                 245                 325                   0                   0                   0                   0                  73                 179
11                 961             300.401                4070                  25                  32                 245                 325                   0                   0                   0                   0                  73                 179
11                 962             300.523                4073                  23                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 963             300.566                4080                  29                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 964             300.665                4084                  30                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 965             300.752                4088                  30                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 966             300.853                4092                  27                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 967             300.973                4102                  29                  32                 245                 325                   0                   0                   0                   0                  73                 178
11                 968              301.04                4105                  30                  32                 245                 325                   0                   0                   0                   0                  73                 179
11                 969              301.14                4109                  24                  32                 245                 325                   0                   0                   0                   0                  73                 179
11                 970             301.205                4117                  27                  32                 245                 324                   0             -15.625                   0                  -1                  73                 178
11                 971             301.304                4131                  35                  32                 245                 324                   0                   0                   0                   0                  73                 178
11                 972             301.424                4142                  43                  32                 245                 324                   0                   0                   0                   0                  73                 178
11                 973             301.489                4143                  35                  32                 245                 324                   0                   0                   0                   0                  73                 178
11                 974             301.588                4153                  37                  32                 246                 324             10.2041                   0                   1                   0                  73                 179
11                 975             301.688                4158                  36                  32                 246                 323                   0            -9.90099                   0                  -1                  73                 179
11                 976             301.787                4159                  31                  32                 246                 323                   0                   0                   0                   0                  73                 178
11                 977             301.908                4167                  35                  32                 246                 322                   0            -8.26446                   0                  -1                  73                 180
11                 978             301.952                4172                  38                  32                 246                 322                   0                   0                   0                   0                  73                 182
11                 979             302.043                4173                  35                  32                 246                 321                   0               -12.5                   0                  -1                  73                 179
11                 980             302.131                4186                  39                  32                 246                 321                   0                   0                   0                   0                  73                 179
11                 981             302.231                4189                  35                  32                 246                 321                   0                   0                   0                   0                  73                 178
11                 982             302.352                4198                  41                  32                 246                 321                   0                   0                   0                   0                  73                 180
11                 983             302.417                4205                  38                  32                 246                 321                   0                   0                   0                   0                  73                 179
11                 984             302.516                4213                  40                  32                 246                 321                   0                   0                   0                   0                  73                 181
11                 985             302.582                4214                  33                  32                 246                 321                   0                   0                   0                   0                  73                 181
11                 986              302.68                4224                  38                  32                 246                 321                   0                   0                   0                   0                  73                 180
11                 987             302.802                4231                  41                  32                 245                 321            -9.09091                   0                  -1                   0                  73                 183
11                 988             302.868                4234                  37                  32                 246                 321             12.8205                   0                   1                   0                  73                 183
11                 989             302.969                4238                  36                  32                 246                 321                   0                   0                   0                   0                  73                 181
11                 990             303.068                4247                  42                  32                 245                 321            -11.3636                   0                  -1                   0                  73                 181
11                 991             303.167                4253                  41                  32                 245                 321                   0                   0                   0                   0                  73                 181
11                 992             303.243                4255                  34                  32                 246                 321             11.4943                   0                   1                   0                  73                 179
11                 993             303.321                4264                  40                  32                 245                 321            -12.8205                   0                  -1                   0                  73                 180
11                 994             303.419                4266                  36                  32                 245                 321                   0                   0                   0                   0                  72                 181
11                 995             303.507                4277                  40                  32                 246                 321              10.101                   0                   1                   0                  73                 181
11                 996             303.618                4280                  37                  32                 245                 320                 -10                 -10                  -1                  -1                  73                 181
11                 997             303.729                4289                  39                  32                 245                 321                   0             9.09091                   0                   1                  73                 181
11                 998             303.795                4302                  43                  32                 245                 321                   0                   0                   0                   0                  73                 179
11                 999             303.896                4306                  38                  32                 245                 321                   0                   0                   0                   0                  73                 180
11                1000              303.96                4308                  38                  32                 246                 321             15.3846                   0                   1                   0                  73                 183
11                1001              304.06                4310                  31                  32                 246                 321                   0                   0                   0                   0                  73                 181
11                1002              304.17                4318                  33                  32                 245                 321            -8.26446                   0                  -1                   0                  73                 181
11                1003             304.248                4324                  34                  32                 245                 321                   0                   0                   0                   0                  73                 181
11                1004             304.348                4332                  38                  32                 246                 321             11.3636                   0                   1                   0                  73                 179
11                1005             304.436                4334                  31                  32                 246                 321                   0                   0                   0                   0                  73                 179
11                1006             304.536                4344                  36                  32                 246                 321                   0                   0                   0                   0                  73                 179
11                1007             304.624                4355                  42                  32                 245                 321            -13.1579                   0                  -1                   0                  73                 179
11                1008             304.702                4355                  31                  32                 245                 321                   0                   0                   0                   0                  73                 179
11                1009             304.789                4362                  36                  32                 246                 321                  10                   0                   1                   0                  73                 182
11                1010             304.888                4369                  37                  32                 246                 321                   0                   0                   0                   0                  73                 180
11                1011             304.985                4375                  36                  32                 245                 321            -10.4167                   0                  -1                   0                  73                 179
11                1012             305.107                4383                  38                  32                 246                 320             9.00901            -9.00901                   1                  -1                  73                 179
11                1013             305.184                4387                  37                  32                 245                 321             -12.987              12.987                  -1                   1                  73                 179
11                1014             305.281                4390                  38                  32                 246                 321             10.2041                   0                   1                   0                  73                 178
11                1015             305.336                4397                  40                  32                 246                 321                   0                   0                   0                   0                  73                 178
11                1016             305.435                4399                  38                  32                 245                 321            -11.4943                   0                  -1                   0                  73                 179
11                1017             305.556                4400                  33                  32                 246                 321             8.19672                   0                   1                   0                  73                 178
11                1018             305.622                4407                  37                  32                 245                 321             -12.987                   0                  -1                   0                  73                 178
11                1019             305.721                4411                  34                  32                 246                 321              10.101                   0                   1                   0                  73                 178
11                1020             305.821                4419                  38                  32                 246                 321                   0                   0                   0                   0                  73                 179
11                1021             305.909                4421                  36                  32                 246                 321                   0                   0                   0                   0                  73                 179
11                1022             305.997                4424                  32                  32                 246                 321                   0                   0                   0                   0                  73                 180
11                1023             306.076                4429                  32                  32                 245                 321            -14.9254                   0                  -1                   0                  73                 180
11                1024             306.175                4438                  36                  32                 245                 321                   0                   0                   0                   0                  73                 179
11                1025             306.262                4442                  35                  32                 245                 321                   0                   0                   0                   0                  73                 180
11                1026              306.36                4451                  36                  32                 245                 321                   0                   0                   0                   0                  73                 178
11                1027              306.48                4461                  38                  32                 245                 321                   0                   0                   0                   0                  73                 179
11                1028             306.546                4462                  31                  32                 245                 321                   0                   0                   0                   0                  73                 178
11                1029             306.613                4466                  32                  32                 245                 320                   0            -14.9254                   0                  -1                  73                 178
11                1030             306.713                4473                  37                  32                 245                 319                   0                 -10                   0                  -1                  73                 178
11                1031             306.812                4475                  33                  32                 246                 322             11.4943             34.4828                   1                   3                  73                 178
11                1032             306.934                4480                  34                  32                 246                 322                   0                   0                   0                   0                  73                 178
